instrument_short,datetime,change,vol,turnover_rate,volume_ratio,factor_x
1988.SH,2008-05-26,-0.08,306249.29,0.4716,0.88,-0.08467440323970088
1988.SH,2008-05-27,0.01,228309.06,0.3516,0.64,0.008779720901201493
1988.SH,2008-05-28,0.09,332556.79,0.5121,1.06,0.08421547090864134
1988.SH,2008-05-29,-0.09,193005.52,0.2972,0.67,-0.08613744950665048
1988.SH,2008-05-30,0.03,186116.15,0.2866,0.69,0.033798177221112446
1988.SH,2008-06-02,0.06,378137.0,0.5823,1.52,0.054137504297618655
1988.SH,2008-06-03,-0.05,240418.65,0.3702,0.91,-0.045637463204393214
1988.SH,2008-06-04,-0.03,255355.43,0.3932,0.96,-0.027123828772379177
1988.SH,2008-06-05,-0.03,168943.36,0.2602,0.67,-0.03486252309786586
1988.SH,2008-06-06,-0.01,152203.41,0.2344,0.62,-0.013330377554972905
1988.SH,2008-06-10,-0.37,510994.38,0.7869,2.14,-0.3726422713945503
1988.SH,2008-06-11,-0.02,298723.52,0.46,1.12,-0.03349603673927071
1988.SH,2008-06-12,-0.11,330327.83,0.5087,1.19,-0.13903279870393348
1988.SH,2008-06-13,-0.01,282769.47,0.4355,0.97,-0.015316729425218334
1988.SH,2008-06-16,0.0,263849.2,0.4063,0.84,-0.008770853566120174
1988.SH,2008-06-17,-0.02,248274.62,0.3823,0.74,-0.02076607277144671
1988.SH,2008-06-18,0.13,399285.85,0.6149,1.4,0.12931189383957697
1988.SH,2008-06-19,-0.25,305391.9,0.4703,1.0,-0.24705945550014352
1988.SH,2008-06-20,0.15,493779.68,0.7604,1.65,0.15135761902351508
1988.SH,2008-06-23,-0.03,169698.97,0.2613,0.5,-0.043991023082984526
1988.SH,2008-06-24,0.07,235278.78,0.3623,0.73,0.08045893233105961
1988.SH,2008-06-25,0.15,661978.29,1.0194,2.06,0.15011015324714094
1988.SH,2008-06-26,-0.04,381929.26,0.5882,1.02,-0.029476694396704417
1988.SH,2008-06-27,-0.2,527803.9,0.8128,1.36,-0.28988512074915196
1988.SH,2008-06-30,0.0,196431.77,0.3025,0.5,-0.01338588349212877
1988.SH,2008-07-01,-0.07,199913.71,0.3079,0.5,-0.09298218314338724
1988.SH,2008-07-02,0.03,185026.86,0.2849,0.47,0.027591628438520033
1988.SH,2008-07-03,0.02,283842.51,0.4371,0.95,0.015669649840511113
1988.SH,2008-07-04,-0.01,171680.37,0.2644,0.62,-0.007013675525239016
1988.SH,2008-07-07,0.15,460077.56,0.7085,2.22,0.1511880924626814
1988.SH,2008-07-08,-0.01,411551.44,0.6338,1.58,-0.005605276568274142
1988.SH,2008-07-09,0.14,800253.35,1.2324,2.65,0.15114703849148192
1988.SH,2008-07-10,-0.07,462477.52,0.7122,1.09,-0.06594932964848521
1988.SH,2008-07-11,-0.05,275215.97,0.4238,0.6,-0.04168335276123347
1988.SH,2008-07-14,0.01,260030.14,0.4004,0.54,0.0029172251988196507
1988.SH,2008-07-15,-0.13,433975.74,0.6683,0.98,-0.13348631077702056
1988.SH,2008-07-16,-0.09,407914.13,0.6282,0.91,-0.09370661727130214
1988.SH,2008-07-17,0.0,282678.58,0.4353,0.77,-0.013055423750704342
1988.SH,2008-07-18,0.07,406873.41,0.6266,1.23,0.06310534505698362
1988.SH,2008-07-21,0.04,398667.12,0.6139,1.11,0.04240837156148025
1988.SH,2008-07-22,0.01,391992.21,0.6037,1.02,0.016738721720969352
1988.SH,2008-07-23,-0.03,278859.4,0.4294,0.74,-0.026591655834003802
1988.SH,2008-07-24,0.05,434429.34,0.669,1.23,0.04973391353081258
1988.SH,2008-07-25,-0.05,353138.59,0.5438,0.92,-0.050577952913282154
1988.SH,2008-07-28,0.04,443512.67,0.683,1.19,0.04211009845617397
1988.SH,2008-07-29,-0.07,346604.32,0.5338,0.91,-0.07245415153638479
1988.SH,2008-07-30,0.01,247511.18,0.3812,0.67,0.010655919524304558
1988.SH,2008-07-31,-0.05,232883.44,0.3586,0.64,-0.05501845631991209
1988.SH,2008-08-01,0.07,313172.74,0.4823,0.96,0.06904580737038835
1988.SH,2008-08-04,-0.08,208232.04,0.3207,0.66,-0.08142199229575064
1988.SH,2008-08-05,-0.03,196482.76,0.3026,0.73,-0.027389915241567753
1988.SH,2008-08-06,0.05,207092.11,0.3189,0.86,0.04283925858779547
1988.SH,2008-08-07,0.0,171176.99,0.2636,0.74,-0.0005779529132814432
1988.SH,2008-08-08,-0.17,348403.51,0.5365,1.59,-0.1661696361427687
1988.SH,2008-08-11,-0.18,436791.94,0.6727,1.93,-0.18584890236359497
1988.SH,2008-08-12,0.0,283130.83,0.436,1.04,-0.019216192558392464
1988.SH,2008-08-13,-0.06,204427.59,0.3148,0.71,-0.0737893098860325
1988.SH,2008-08-14,-0.02,127853.54,0.1969,0.44,-0.022064318481268774
1988.SH,2008-08-15,0.03,149846.84,0.2308,0.53,0.02471545721089985
1988.SH,2008-08-18,-0.14,198241.24,0.3053,0.82,-0.14049998630225824
1988.SH,2008-08-19,0.01,154964.87,0.2386,0.8,0.007481475191378539
1988.SH,2008-08-20,0.32,684955.41,1.0548,4.1,0.30961903427996385
1988.SH,2008-08-21,-0.14,420503.94,0.6476,1.6,-0.12822422866178718
1988.SH,2008-08-22,0.03,240936.11,0.371,0.75,0.04969758556331927
1988.SH,2008-08-25,-0.03,182976.36,0.2818,0.54,-0.039692859559613325
1988.SH,2008-08-26,-0.09,244962.16,0.3772,0.73,-0.0887339409262955
1988.SH,2008-08-27,0.06,313970.51,0.4835,0.88,0.05460530396375818
1988.SH,2008-08-28,0.03,181117.41,0.2789,0.65,0.02516966353825234
1988.SH,2008-08-29,0.05,261942.0,0.4034,1.13,0.055628595869312125
1988.SH,2008-09-01,-0.12,216816.73,0.3339,0.91,-0.11598151628460407
1988.SH,2008-09-02,-0.01,141951.18,0.2186,0.58,-0.01029827310530651
1988.SH,2008-09-03,-0.01,134595.62,0.2073,0.6,-0.019536926337566207
1988.SH,2008-09-04,0.0,130339.04,0.2007,0.7,-0.0011101258516577062
1988.SH,2008-09-05,-0.08,141393.3,0.2177,0.8,-0.08076607277144632
1988.SH,2008-09-08,0.04,295727.82,0.4554,1.93,0.03724757535830836
1988.SH,2008-09-09,0.0,193400.86,0.2978,1.15,-0.004752369850724136
1988.SH,2008-09-10,0.05,349317.7,0.5379,1.95,0.05306429108578481
1988.SH,2008-09-11,-0.09,176134.7,0.2712,0.79,-0.08827973459894256
1988.SH,2008-09-12,0.01,123773.62,0.1906,0.54,0.01073388613532833
1988.SH,2008-09-16,-0.32,585890.71,0.9023,2.57,-0.32655060186280505
1988.SH,2008-09-17,-0.2,499540.52,0.7693,1.75,-0.2102436257953202
1988.SH,2008-09-18,0.08,647620.11,0.9973,1.87,0.04860460970949099
1988.SH,2008-09-19,0.31,217073.45,0.3343,0.53,0.2974309692127668
1988.SH,2008-09-22,0.34,567589.0,0.8741,1.37,0.3567942276581255
1988.SH,2008-09-23,-0.02,2697185.76,4.1537,5.36,0.015446060642022807
1988.SH,2008-09-24,-0.04,808624.89,1.2453,0.87,-0.014641631931251009
1988.SH,2008-09-25,0.06,999664.05,1.5395,1.01,0.05709164213626172
1988.SH,2008-09-26,-0.04,700394.37,1.0786,0.66,-0.040999972604516266
1988.SH,2008-10-06,-0.18,496141.69,0.7641,0.43,-0.17677977569216852
1988.SH,2008-10-07,0.02,483993.06,0.7453,0.42,0.010742753470408761
1988.SH,2008-10-08,-0.16,447108.23,0.6885,0.64,-0.17310120372560966
1988.SH,2008-10-09,-0.02,416488.89,0.6414,0.67,-0.023972703740490875
1988.SH,2008-10-10,-0.21,1423788.0,2.1926,2.8,-0.22294527050356283
1988.SH,2008-10-13,0.21,1061145.86,1.6342,1.62,0.20124273977266682
1988.SH,2008-10-14,-0.11,1007222.61,1.5511,1.31,-0.11886241351593041
1988.SH,2008-10-15,0.02,490797.11,0.7558,0.56,0.032302944318045146
1988.SH,2008-10-16,-0.08,482603.12,0.7432,0.55,-0.08773869432548587
1988.SH,2008-10-17,0.03,382722.64,0.5894,0.43,0.028779720901201067
1988.SH,2008-10-20,0.05,308288.32,0.4748,0.45,0.04490357706906423
1988.SH,2008-10-21,-0.06,290886.1,0.448,0.54,-0.055981516284604016
1988.SH,2008-10-22,-0.06,258582.68,0.3982,0.66,-0.058233954624037576
1988.SH,2008-10-23,-0.05,362919.34,0.5589,1.05,-0.05666075510994606
1988.SH,2008-10-24,0.07,461763.61,0.7111,1.44,0.06368329797026506
1988.SH,2008-10-27,-0.16,407349.42,0.6273,1.21,-0.16142199229575072
1988.SH,2008-10-28,0.13,638780.24,0.9837,1.79,0.12985766011674027
1988.SH,2008-10-29,-0.11,424702.42,0.654,1.0,-0.11778447430039085
1988.SH,2008-10-30,0.04,365062.33,0.5622,0.8,0.046174362146474746
1988.SH,2008-10-31,-0.01,226040.18,0.3481,0.49,-0.017050588165062663
1988.SH,2008-11-03,0.02,228796.21,0.3523,0.55,0.022720238005573545
1988.SH,2008-11-04,0.0,229877.75,0.354,0.61,-0.00007796661102332791
1988.SH,2008-11-05,0.1,931001.58,1.4337,3.16,0.10153214554289258
1988.SH,2008-11-06,-0.06,315772.56,0.4863,0.8,-0.05655946919788546
1988.SH,2008-11-07,0.04,334986.31,0.5159,0.87,0.045596409233193747
1988.SH,2008-11-10,0.17,1014725.91,1.5627,2.49,0.1667797756921683
1988.SH,2008-11-11,-0.05,555630.46,0.8557,0.98,-0.041086806550620025
1988.SH,2008-11-12,0.01,298822.42,0.4602,0.47,0.021302971713528684
1988.SH,2008-11-13,0.09,1101101.91,1.6957,2.18,0.08651368922298008
1988.SH,2008-11-14,0.05,904420.42,1.3928,1.37,0.05386255049334965
1988.SH,2008-11-17,0.08,854953.22,1.3166,1.1,0.08861492034407359
1988.SH,2008-11-18,-0.1,909267.16,1.4003,1.22,-0.09341721150107718
1988.SH,2008-11-19,0.11,976491.79,1.5038,1.2,0.11268805136945526
1988.SH,2008-11-20,-0.09,598812.2,0.9222,0.63,-0.09387614383213627
1988.SH,2008-11-21,-0.05,697099.45,1.0735,0.82,-0.04466967723599469
1988.SH,2008-11-24,-0.11,352943.53,0.5435,0.44,-0.1186149203440734
1988.SH,2008-11-25,-0.01,348096.25,0.5361,0.49,-0.017614947739557074
1988.SH,2008-11-26,0.01,264360.59,0.4071,0.44,0.0012291464338796132
1988.SH,2008-11-27,0.02,782524.77,1.2051,1.73,0.01957798030876523
1988.SH,2008-11-28,-0.14,543835.54,0.8375,1.11,-0.13854582106813096
1988.SH,2008-12-01,0.03,295592.56,0.4552,0.64,0.02671540241993231
1988.SH,2008-12-02,-0.01,368231.6,0.5671,0.82,-0.019692859559613307
1988.SH,2008-12-03,0.1,671761.82,1.0345,1.49,0.10195416523412737
1988.SH,2008-12-04,0.05,1165321.3,1.7946,2.19,0.05267445803066817
1988.SH,2008-12-05,0.0,570833.74,0.8791,0.94,0.009380993115519765
1988.SH,2008-12-08,0.08,1371680.0,2.1124,2.23,0.0838303638572313
1988.SH,2008-12-09,-0.08,893906.12,1.3766,1.08,-0.0772475753583084
1988.SH,2008-12-10,0.06,883640.33,1.3608,0.95,0.06337615752987835
1988.SH,2008-12-11,-0.09,675570.35,1.0404,0.69,-0.09406426369030108
1988.SH,2008-12-12,-0.09,638472.09,0.9832,0.73,-0.08850004109322551
1988.SH,2008-12-15,0.0,349585.01,0.5384,0.39,-0.009991132664919355
1988.SH,2008-12-16,-0.01,349069.38,0.5376,0.51,-0.01689465494301645
1988.SH,2008-12-17,-0.01,471233.3,0.7257,0.81,-0.010344053080211246
1988.SH,2008-12-18,0.06,605047.01,0.9318,1.22,0.05888987414834235
1988.SH,2008-12-19,-0.03,479411.81,0.7383,0.99,-0.02870175429017774
1988.SH,2008-12-22,-0.04,358358.32,0.5519,0.79,-0.03643572261195693
1988.SH,2008-12-23,-0.05,611675.04,0.942,1.35,-0.0536744306351844
1988.SH,2008-12-24,-0.03,322412.85,0.4965,0.64,-0.03478455648684253
1988.SH,2008-12-25,-0.01,279983.11,0.4312,0.59,-0.014862523097865399
1988.SH,2008-12-26,0.01,244132.48,0.376,0.59,0.007357728605449587
1988.SH,2008-12-29,-0.03,332105.91,0.5114,0.91,-0.030422019691234592
1988.SH,2008-12-30,-0.05,394760.69,0.6079,1.1,-0.050266086469187954
1988.SH,2008-12-31,0.0,265486.57,0.4088,0.84,-0.004018483715396037
1988.SH,2009-01-05,0.04,337038.78,0.519,1.11,0.03616963614276836
1988.SH,2009-01-06,0.05,803628.63,1.2376,2.55,0.051376212320846104
1988.SH,2009-01-07,-0.06,420257.82,0.6472,0.99,-0.05521544351315777
1988.SH,2009-01-08,-0.06,468204.93,0.721,1.05,-0.058233954624037576
1988.SH,2009-01-09,0.04,369751.41,0.5694,0.81,0.0333392448900538
1988.SH,2009-01-12,-0.01,277991.26,0.4281,0.58,-0.01322022430783143
1988.SH,2009-01-13,-0.05,318028.99,0.4898,0.68,-0.04727976199442674
1988.SH,2009-01-14,0.07,366309.96,0.5641,0.99,0.06751366182749674
1988.SH,2009-01-15,-0.04,363282.17,0.5595,1.01,-0.04142199229575105
1988.SH,2009-01-16,0.05,853130.12,1.3138,2.52,0.05398629707927771
1988.SH,2009-01-19,0.1,1266437.41,1.9503,2.91,0.0986559743152724
1988.SH,2009-01-20,-0.04,433554.24,0.6677,0.68,-0.03272910534065421
1988.SH,2009-01-21,-0.01,357248.19,0.5502,0.54,-0.003715484606383601
1988.SH,2009-01-22,0.03,560096.74,0.8625,0.86,0.026591655834003802
1988.SH,2009-01-23,-0.02,407955.37,0.6283,0.59,-0.019733913530811886
1988.SH,2009-02-02,0.01,241928.83,0.3726,0.4,0.011610112153915608
1988.SH,2009-02-03,0.03,555950.49,0.8562,1.39,0.028811907537319215
1988.SH,2009-02-04,0.06,1136906.99,1.7508,2.68,0.06179823201208068
1988.SH,2009-02-05,-0.02,1011051.79,1.557,1.74,-0.01563746320439252
1988.SH,2009-02-06,0.14,1523051.09,2.3455,2.27,0.14390833046825424
1988.SH,2009-02-09,0.0,1334441.38,2.055,1.49,0.0032845975800679383
1988.SH,2009-02-10,0.01,884352.03,1.3619,0.8,0.020725018800247685
1988.SH,2009-02-11,0.02,1394193.16,2.1471,1.18,0.020344053080211477
1988.SH,2009-02-12,-0.04,856889.49,1.3196,0.7,-0.03854582106813087
1988.SH,2009-02-13,0.1,1715788.2,2.6423,1.43,0.10015593322204674
1988.SH,2009-02-16,0.19,2312508.84,3.5613,1.87,0.19037623971632955
1988.SH,2009-02-17,-0.1,1675641.82,2.5805,1.17,-0.08580226376151989
1988.SH,2009-02-18,-0.18,1169519.5,1.8011,0.74,-0.16888514814463607
1988.SH,2009-02-19,0.0,808076.04,1.2444,0.52,-0.013853683158268737
1988.SH,2009-02-20,0.03,805538.02,1.2405,0.52,0.016210690113967807
1988.SH,2009-02-23,0.03,931187.72,1.434,0.69,0.031032159240634183
1988.SH,2009-02-24,-0.14,1155805.37,1.7799,1.07,-0.13666962244502656
1988.SH,2009-02-25,0.03,863259.88,1.3294,0.89,0.027481475191378113
1988.SH,2009-02-26,-0.06,822848.61,1.2672,0.9,-0.06969285955961313
1988.SH,2009-02-27,0.05,1370887.51,2.1112,1.5,0.05023389983307025
1988.SH,2009-03-02,-0.01,531430.87,0.8184,0.52,-0.012876171227620414
1988.SH,2009-03-03,-0.01,425428.66,0.6552,0.45,-0.0065136892229800125
1988.SH,2009-03-04,0.3,2178921.29,3.3555,2.71,0.2988898741483421
1988.SH,2009-03-05,0.16,3269491.05,5.035,3.07,0.16955551963489768
1988.SH,2009-03-06,-0.08,1750905.43,2.6964,1.13,-0.05151296757322976
1988.SH,2009-03-09,-0.18,3403660.07,5.2416,2.09,-0.1704952602985519
1988.SH,2009-03-10,0.0,1077591.46,1.6595,0.49,-0.012321537615376243
1988.SH,2009-03-11,-0.06,1192940.33,1.8371,0.51,-0.0737893098860325
1988.SH,2009-03-12,0.0,662878.12,1.0208,0.31,-0.0020643184812687565
1988.SH,2009-03-13,0.04,1255178.08,1.933,0.78,0.035403563371322555
1988.SH,2009-03-16,0.02,846283.83,1.3033,0.56,0.021376212320845855
1988.SH,2009-03-17,0.06,1342934.71,2.0681,1.33,0.06375239724620796
1988.SH,2009-03-18,-0.03,1140511.39,1.7564,1.08,-0.026403535975838555
1988.SH,2009-03-19,0.02,870163.15,1.3401,0.83,0.02356427738804312
1988.SH,2009-03-20,-0.01,1020252.24,1.5712,0.94,-0.011610112153916052
1988.SH,2009-03-24,0.03,1646820.1,2.5361,1.58,0.031188092462681283
1988.SH,2009-03-25,-0.08,1189316.91,1.8315,0.99,-0.07973391353081194
1988.SH,2009-03-26,0.12,1736139.14,2.6737,1.48,0.11954579367264673
1988.SH,2009-03-27,-0.02,1481060.49,2.2808,1.15,-0.021999945209032035
1988.SH,2009-03-30,-0.03,672849.14,1.0362,0.48,-0.021495232903068207
1988.SH,2009-03-31,0.0,762095.09,1.1736,0.57,-0.0025643047835268717
1988.SH,2009-04-01,0.03,984151.49,1.5156,0.84,0.02770178168566151
1988.SH,2009-04-02,0.03,1779719.09,2.7408,1.58,0.031032159240634183
1988.SH,2009-04-03,0.06,1914406.17,2.9482,1.69,0.06333037755497317
1988.SH,2009-04-07,0.0,1005362.21,1.5483,0.82,0.004362536795607497
1988.SH,2009-04-08,-0.14,1190349.36,1.8331,0.92,-0.13540356337132264
1988.SH,2009-04-09,0.01,712246.0,1.0969,0.52,0.005183256877039799
1988.SH,2009-04-10,0.05,966297.48,1.4881,0.73,0.03961903427996383
1988.SH,2009-04-13,0.05,1353208.69,2.0839,1.17,0.052486338172503366
1988.SH,2009-04-14,0.01,1072918.8,1.6523,1.03,0.015550629258288762
1988.SH,2009-04-15,-0.02,928027.93,1.4292,0.88,-0.015825583062557325
1988.SH,2009-04-16,0.02,1331237.64,2.0501,1.32,0.020077966611023346
1988.SH,2009-04-17,-0.04,990422.96,1.5253,0.88,-0.04084403938246961
1988.SH,2009-04-20,0.04,1205035.33,1.8558,1.06,0.04015593322204669
1988.SH,2009-04-21,-0.03,851502.45,1.3113,0.77,-0.0316880787649394
1988.SH,2009-04-22,0.0,2098167.79,3.2312,1.98,0.0020321318451506087
1988.SH,2009-04-23,-0.05,981524.99,1.5115,0.76,-0.05229821831433856
1988.SH,2009-04-24,-0.03,624346.26,0.9615,0.51,-0.0317202654010571
1988.SH,2009-04-27,0.01,1080017.39,1.6632,0.94,0.005137476902134175
1988.SH,2009-04-28,0.01,436967.13,0.6729,0.39,0.00804583476587295
1988.SH,2009-04-29,0.06,1046039.96,1.6109,1.0,0.061110125851657315
1988.SH,2009-04-30,-0.03,1110192.43,1.7097,1.33,-0.0271696087472848
1988.SH,2009-05-04,0.06,1217715.07,1.8753,1.42,0.06356427738804316
1988.SH,2009-05-05,-0.01,1146668.38,1.7659,1.17,-0.010233899833070215
1988.SH,2009-05-06,0.02,1506318.66,2.3197,1.52,0.02425238354846604
1988.SH,2009-05-07,0.02,1920427.87,2.9575,1.59,0.01992203338897669
1988.SH,2009-05-08,0.05,1975671.92,3.0425,1.43,0.05222025170331568
1988.SH,2009-05-11,-0.03,2824796.98,4.3502,1.82,-0.026747589056050458
1988.SH,2009-05-12,0.02,1465518.99,2.2569,0.78,0.022798204616596873
1988.SH,2009-05-13,0.01,1137701.8,1.7521,0.59,0.00838988784608441
1988.SH,2009-05-14,-0.04,802366.53,1.2356,0.43,-0.03812380137689608
1988.SH,2009-05-15,0.01,623963.64,0.9609,0.38,0.009389860450600196
1988.SH,2009-05-18,0.0,620028.57,0.9548,0.45,-0.0027202380055735276
1988.SH,2009-05-19,0.0,806707.44,1.2423,0.87,0.0007660727714462467
1988.SH,2009-05-20,-0.04,663453.46,1.0217,0.83,-0.040000000000000036
1988.SH,2009-05-21,-0.05,839098.29,1.2922,1.19,-0.05137621232084566
1988.SH,2009-05-22,0.01,398501.82,0.6137,0.56,0.005215443513157503
1988.SH,2009-05-25,0.0,505420.49,0.7783,0.76,-0.0034863107770197743
1988.SH,2009-05-26,-0.03,461739.43,0.7111,0.72,-0.029233927228553558
1988.SH,2009-05-27,0.07,813162.8,1.2523,1.42,0.06896784075936546
1988.SH,2009-06-01,0.1,2044550.15,3.1486,3.39,0.10011015324714156
1988.SH,2009-06-02,-0.04,1476994.39,2.2746,1.75,-0.031196959797761714
1988.SH,2009-06-03,0.11,2016745.36,3.1058,1.9,0.11628451539361695
1988.SH,2009-06-04,-0.02,2074966.09,3.1954,1.52,-0.01927970720345895
1988.SH,2009-06-05,-0.03,1339360.31,2.0626,0.79,-0.022261305674514453
1988.SH,2009-06-08,0.19,3791986.84,5.8397,2.12,0.18743569521647307
1988.SH,2009-06-09,0.06,2656142.44,4.0905,1.24,0.06423879020967904
1988.SH,2009-06-10,0.02,1661033.36,2.558,0.7,0.03661970113874746
1988.SH,2009-06-11,0.04,1994384.17,3.0714,0.87,0.045284542789100435
1988.SH,2009-06-12,-0.07,1846747.24,2.844,0.81,-0.06709164213626151
1988.SH,2009-06-15,0.19,2356293.81,3.6287,0.99,0.19065591952430472
1988.SH,2009-06-16,-0.01,1435921.79,2.2113,0.68,-0.008825500876105785
1988.SH,2009-06-17,0.0,1017598.47,1.5671,0.55,0.014211329577267229
1988.SH,2009-06-19,0.18,2667252.74,4.1076,1.54,0.17923392722855347
1988.SH,2009-06-22,0.21,2653310.19,4.0861,1.42,0.21619295544380623
1988.SH,2009-06-23,0.27,3912007.05,6.0245,1.93,0.29101442457047266
1988.SH,2009-06-24,-0.05,2437550.91,3.7538,1.04,-0.024623038633919236
1988.SH,2009-06-25,0.04,1612546.1,2.4833,0.64,0.0589636994279914
1988.SH,2009-06-26,0.0,1340870.59,2.0649,0.5,-0.1324541515363853
1988.SH,2009-06-29,-0.04,1180141.87,1.8174,0.49,-0.04140839895696402
1988.SH,2009-06-30,-0.1,1301719.03,2.0046,0.62,-0.11133515834964669
1988.SH,2009-07-01,0.14,2562971.51,3.947,1.63,0.1334951781121001
1988.SH,2009-07-02,0.03,2007260.2,3.0912,1.25,0.027156015408498213
1988.SH,2009-07-03,-0.03,1651728.87,2.5437,0.98,-0.018242821959118416
1988.SH,2009-07-06,0.09,2141263.07,0.1204,1.23,0.09126605907370422
1988.SH,2009-07-07,-0.11,1423647.87,0.0801,0.74,-0.10920174059243504
1988.SH,2009-07-08,-0.09,2064283.25,0.1161,1.05,-0.08688992893931058
1988.SH,2009-07-09,0.02,858304.25,0.0483,0.46,0.008476721792188613
1988.SH,2009-07-10,-0.03,680710.85,0.0383,0.42,-0.03620654878259355
1988.SH,2009-07-13,-0.09,1910114.9,0.1074,1.33,-0.08950001369774174
1988.SH,2009-07-14,0.06,1058756.42,0.0595,0.76,0.05460530396375862
1988.SH,2009-07-15,-0.01,993503.88,0.0559,0.76,-0.01483033646174814
1988.SH,2009-07-16,0.04,1586862.43,0.0892,1.44,0.04425238354846606
1988.SH,2009-07-17,-0.06,1163165.96,0.0654,0.93,-0.05938986045060002
1988.SH,2009-07-20,0.02,1894670.89,0.1066,1.41,0.020999972604515804
1988.SH,2009-07-21,-0.05,1247646.0,0.0702,0.93,-0.053908330468254384
1988.SH,2009-07-22,0.02,1007250.56,0.0566,0.73,0.019811880141835658
1988.SH,2009-07-23,0.09,1955292.44,0.11,1.42,0.08685774230319154
1988.SH,2009-07-24,-0.03,1146822.67,0.0645,0.79,-0.02537137673520462
1988.SH,2009-07-27,0.11,1899795.89,0.1068,1.31,0.11586249570238216
1988.SH,2009-07-28,-0.01,1321464.83,0.0743,0.91,-0.008513634432013362
1988.SH,2009-07-29,-0.14,2340807.89,0.1316,1.6,-0.13191725259430243
1988.SH,2009-07-30,0.17,2393984.57,0.1346,1.38,0.16441718410559325
1988.SH,2009-07-31,0.08,2230042.99,0.1254,1.22,0.07512388356334743
1988.SH,2009-08-03,-0.03,1319528.8,0.0742,0.65,-0.014224338243722379
1988.SH,2009-08-04,-0.09,1188131.34,0.0668,0.62,-0.08490357706906426
1988.SH,2009-08-05,-0.05,1132349.09,0.0637,0.6,-0.0553946960362417
1988.SH,2009-08-06,-0.05,1048497.57,0.059,0.63,-0.05861492034407334
1988.SH,2009-08-07,-0.11,996962.12,0.0561,0.72,-0.11555062925828885
1988.SH,2009-08-10,-0.04,1060591.09,0.0596,0.93,-0.04761494773955732
1988.SH,2009-08-11,0.02,578526.88,0.0325,0.53,0.01019698719324591
1988.SH,2009-08-12,-0.12,867964.82,0.0488,0.9,-0.12237618492536217
1988.SH,2009-08-13,0.05,950173.33,0.0534,1.04,0.0474035085803548
1988.SH,2009-08-14,-0.13,716499.41,0.0403,0.8,-0.13747260785629756
1988.SH,2009-08-17,-0.21,1088630.42,0.0612,1.3,-0.2106423261855177
1988.SH,2009-08-18,0.02,676539.38,0.038,0.81,0.0028159392867581623
1988.SH,2009-08-19,-0.07,855044.44,0.0481,0.99,-0.08539942203994855
1988.SH,2009-08-20,0.12,686681.76,0.0386,0.8,0.11912377398141194
1988.SH,2009-08-21,0.05,750228.45,0.0422,0.93,0.048766127562414496
1988.SH,2009-08-24,-0.03,695130.4,0.0391,0.86,-0.01908686134158799
1988.SH,2009-08-25,-0.11,787411.9,0.0443,1.07,-0.10720179538340302
1988.SH,2009-08-26,0.03,539976.38,0.0304,0.72,0.02391719780333501
1988.SH,2009-08-27,0.01,646151.94,0.0363,0.93,0.002605358754725895
1988.SH,2009-08-28,-0.07,720836.0,0.0405,1.05,-0.06735772860545008
1988.SH,2009-08-31,-0.23,953508.6,0.0536,1.41,-0.23164229879003395
1988.SH,2009-09-01,0.07,928426.06,0.0522,1.27,0.05672426975501299
1988.SH,2009-09-02,0.09,826539.46,0.0465,1.09,0.0747886978182164
1988.SH,2009-09-03,0.12,1026646.57,0.0577,1.26,0.12845898712202697
1988.SH,2009-09-04,-0.01,944482.14,0.0531,1.06,0.0010232919055535028
1988.SH,2009-09-07,0.0,766864.69,0.0431,0.82,0.008848820177143502
1988.SH,2009-09-08,0.05,844361.29,0.0475,0.94,0.04923392722855402
1988.SH,2009-09-09,-0.01,741905.79,0.0417,0.84,-0.008279734598942934
1988.SH,2009-09-10,-0.03,816082.19,0.0459,0.94,-0.02651368922298003
1988.SH,2009-09-11,0.13,1367694.54,0.0769,1.66,0.12820176798791927
1988.SH,2009-09-14,0.0,1046751.73,0.0589,1.15,0.002174471728410232
1988.SH,2009-09-15,-0.03,745382.86,0.0419,0.77,-0.02004105397119904
1988.SH,2009-09-16,-0.05,663563.21,0.0373,0.7,-0.0510321592406342
1988.SH,2009-09-17,0.06,845345.25,0.0475,0.91,0.05598151628460357
1988.SH,2009-09-18,-0.12,781257.09,0.0439,0.84,-0.12176604537596214
1988.SH,2009-09-21,0.02,758357.97,0.0426,0.93,0.020467799666139985
1988.SH,2009-09-22,-0.06,795968.36,0.0448,1.05,-0.0685047670969321
1988.SH,2009-09-23,-0.03,514330.72,0.0289,0.67,-0.030532172938376068
1988.SH,2009-09-24,0.03,783970.65,0.0441,1.06,0.024371404130687946
1988.SH,2009-09-25,-0.04,543404.24,0.0306,0.75,-0.0412660590737044
1988.SH,2009-09-28,-0.02,715863.02,0.0403,1.05,-0.019077994006507115
1988.SH,2009-09-29,0.01,599212.71,0.0337,0.89,0.006247602753792325
