instrument_short,datetime,change,vol,turnover_rate,volume_ratio,factor_x
1988.SH,2018-08-09,0.03,1027506.59,0.0488,0.93,0.032798204616597104
1988.SH,2018-08-10,-0.02,675915.11,0.0321,0.67,-0.02126605907370438
1988.SH,2018-08-13,-0.04,1187737.74,0.0564,1.21,-0.038389887846084214
1988.SH,2018-08-14,0.01,793337.81,0.0376,0.83,0.007091642136261456
1988.SH,2018-08-15,-0.06,997123.38,0.0473,1.1,-0.06272023800557314
1988.SH,2018-08-16,0.02,928312.93,0.044,0.99,0.018701754290177508
1988.SH,2018-08-17,-0.02,659357.06,0.0313,0.72,-0.02390833046825458
1988.SH,2018-08-20,0.05,859700.61,0.0408,0.94,0.0508440393824694
1988.SH,2018-08-21,0.02,848025.76,0.0402,1.0,0.02018811985816482
1988.SH,2018-08-22,-0.02,397559.12,0.0189,0.46,-0.015481529982345865
1988.SH,2018-08-23,0.0,601850.58,0.0286,0.81,0.0008440393824695747
1988.SH,2018-08-24,0.03,1094164.81,0.0519,1.63,0.02846785445710731
1988.SH,2018-08-27,0.02,1202493.45,0.0571,1.58,0.021032159240634396
1988.SH,2018-08-28,0.01,823086.42,0.0391,0.99,0.01298632447476189
1988.SH,2018-08-29,0.0,691687.2,0.0328,0.84,0.001876198623103953
1988.SH,2018-08-30,-0.03,685998.4,0.0325,0.78,-0.029233927228554002
1988.SH,2018-08-31,0.02,1484871.44,0.0705,1.65,0.01896784075936564
1988.SH,2018-09-03,0.0,715759.5,0.034,0.73,-0.0016101121539158214
1988.SH,2018-09-04,0.03,957912.24,0.0454,1.09,0.03153214554289274
1988.SH,2018-09-05,-0.05,871155.05,0.0413,0.96,-0.04896784075936589
1988.SH,2018-09-06,-0.03,697145.77,0.0331,0.74,-0.02942204708671836
1988.SH,2018-09-07,0.01,576694.21,0.0274,0.61,0.005137476902134175
1988.SH,2018-09-10,0.01,760781.78,0.0361,1.0,0.00804583476587295
1988.SH,2018-09-11,-0.01,726348.98,0.0345,0.94,-0.008889874148342525
1988.SH,2018-09-12,-0.02,756009.59,0.0359,1.04,-0.019577980308764786
1988.SH,2018-09-13,0.05,889186.02,0.0422,1.26,0.04854582106813066
1988.SH,2018-09-14,0.0,694496.09,0.033,0.94,0.0001881198581648036
1988.SH,2018-09-17,-0.02,552087.39,0.0262,0.72,-0.016169636142768784
1988.SH,2018-09-18,0.03,818803.81,0.0388,1.13,0.029311893839576886
1988.SH,2018-09-19,0.01,1043857.05,0.0495,1.41,0.009500013697742116
1988.SH,2018-09-20,0.01,1435554.28,0.0681,1.8,0.012642271394549986
1988.SH,2018-09-21,0.11,2560870.5,0.1215,2.82,0.11111012585165803
1988.SH,2018-09-25,-0.03,1202825.57,0.0571,0.94,-0.02544934334622795
1988.SH,2018-09-26,0.03,1848279.18,0.0877,1.31,0.037394641245274585
1988.SH,2018-09-27,0.0,943095.97,0.0447,0.58,-0.001266059073704362
1988.SH,2018-09-28,0.04,1985352.99,0.0942,1.24,0.042298218314338776
1988.SH,2018-10-08,-0.1,1838748.47,0.0872,1.08,-0.09862378767915425
1988.SH,2018-10-09,-0.03,1154332.81,0.0548,0.74,-0.030376239716329856
1988.SH,2018-10-10,0.01,956795.85,0.0454,0.62,0.0013071130449033852
1988.SH,2018-10-11,-0.1,2086083.61,0.099,1.52,-0.10195416523412737
1988.SH,2018-10-12,0.05,1503899.49,0.0714,0.94,0.047325541969331475
1988.SH,2018-10-15,-0.05,927304.7,0.044,0.61,-0.05594046231340499
1988.SH,2018-10-16,0.01,931223.86,0.0442,0.7,0.012110098456173723
1988.SH,2018-10-17,0.03,1204742.05,0.0572,0.94,0.026513689222980474
1988.SH,2018-10-18,-0.02,1198126.09,0.0568,0.9,-0.018201767987919393
1988.SH,2018-10-19,0.09,1832445.89,0.0869,1.59,0.09161011215391568
1988.SH,2018-10-22,0.09,2406872.15,0.1142,1.97,0.09156433217901094
1988.SH,2018-10-23,-0.08,1571345.3,0.0746,1.04,-0.07000886733508072
1988.SH,2018-10-24,0.06,1985927.6,0.0942,1.21,0.0641422303013246
1988.SH,2018-10-25,0.03,1241114.33,0.0589,0.69,0.025935736309698587
1988.SH,2018-10-26,0.0,1341019.45,0.0636,0.74,0.005628595869311859
1988.SH,2018-10-29,-0.01,1603527.22,0.0761,0.94,-0.007701781685661047
1988.SH,2018-10-30,0.04,1752243.49,0.0831,1.13,0.039655946919788576
1988.SH,2018-10-31,-0.02,1312283.48,0.0623,0.83,-0.019389860450600427
1988.SH,2018-11-01,-0.05,1417772.96,0.0673,0.98,-0.0476238150746382
1988.SH,2018-11-02,0.04,1931240.33,0.0916,1.3,0.036747589056050245
1988.SH,2018-11-05,-0.03,1427463.92,0.0677,0.89,-0.0324541515363852
1988.SH,2018-11-06,-0.02,1029527.91,0.0488,0.66,-0.01796786815484941
1988.SH,2018-11-07,0.0,900570.52,0.0427,0.63,-0.002986324474761659
1988.SH,2018-11-08,0.01,696050.27,0.033,0.52,0.008467854457107293
1988.SH,2018-11-09,-0.08,1607331.81,0.0763,1.34,-0.07965594691978861
1988.SH,2018-11-12,0.02,887611.18,0.0421,0.78,0.01801364812975459
1988.SH,2018-11-13,0.01,1105532.22,0.0525,1.08,0.004559523988853176
1988.SH,2018-11-14,-0.04,1298225.1,0.0616,1.25,-0.03812380137689608
1988.SH,2018-11-15,0.02,1077387.55,0.0511,0.96,0.019389860450600427
1988.SH,2018-11-16,0.0,1322104.78,0.0627,1.11,-0.002376184925362068
1988.SH,2018-11-19,0.04,1027669.23,0.0488,0.9,0.04153214554289253
1988.SH,2018-11-20,-0.04,919524.93,0.0436,0.79,-0.0386237876791542
1988.SH,2018-11-21,0.01,624893.08,0.0296,0.55,0.011688078764938936
1988.SH,2018-11-22,0.0,480395.04,0.0228,0.48,-0.0027202380055735276
1988.SH,2018-11-23,-0.02,848500.28,0.0403,0.97,-0.01923392722855377
1988.SH,2018-11-26,0.01,845413.75,0.0401,1.08,0.009311893839577312
1988.SH,2018-11-27,-0.02,585087.9,0.0278,0.79,-0.021188092462681052
1988.SH,2018-11-28,0.02,590109.92,0.028,0.87,0.020077966611023346
1988.SH,2018-11-29,-0.01,544740.93,0.0258,0.81,-0.010844039382469806
1988.SH,2018-11-30,0.02,661552.48,0.0314,0.97,0.021188092462681052
1988.SH,2018-12-03,0.04,1198710.47,0.0569,1.86,0.03992203338897671
1988.SH,2018-12-04,0.01,603398.6,0.0286,0.84,0.012908357863738562
1988.SH,2018-12-05,-0.02,568002.75,0.0269,0.79,-0.01659165583400357
1988.SH,2018-12-06,-0.03,702069.07,0.0333,0.98,-0.02992203338897692
1988.SH,2018-12-07,-0.01,325245.86,0.0154,0.44,-0.012564304783526659
1988.SH,2018-12-10,-0.03,714778.92,0.0339,1.05,-0.03264227139455045
1988.SH,2018-12-11,0.0,508926.78,0.0241,0.87,-0.001798232012080625
1988.SH,2018-12-12,0.02,478602.01,0.0227,0.85,0.017701781685661278
1988.SH,2018-12-13,0.01,665103.66,0.0316,1.22,0.01068810616042315
1988.SH,2018-12-14,-0.02,808597.59,0.0384,1.5,-0.018123801376896065
1988.SH,2018-12-17,0.03,699536.97,0.0332,1.1,0.030077966611023133
1988.SH,2018-12-18,-0.02,706631.34,0.0335,1.12,-0.020499986302258133
1988.SH,2018-12-19,-0.01,571657.05,0.0271,0.85,-0.008389887846083965
1988.SH,2018-12-20,-0.02,1174377.38,0.0557,1.7,-0.02187619862310397
1988.SH,2018-12-21,0.01,1135300.58,0.0539,1.43,0.008545821068130621
1988.SH,2018-12-24,0.02,849482.92,0.0403,0.99,0.018811907537318984
1988.SH,2018-12-25,0.02,1406612.28,0.0667,1.58,0.021454178931869183
1988.SH,2018-12-26,0.02,930844.73,0.0442,0.91,0.02222025170331543
1988.SH,2018-12-27,0.0,1585879.03,0.0752,1.44,0.0022202517033154123
1988.SH,2018-12-28,-0.02,1088877.9,0.0517,0.92,-0.018467854457107524
1988.SH,2019-01-02,-0.07,1228789.94,0.0583,1.05,-0.07068810616042276
1988.SH,2019-01-03,0.01,970303.94,0.046,0.78,0.006059482895627077
1988.SH,2019-01-04,0.03,1234965.14,0.0586,1.06,0.02498154368008798
1988.SH,2019-01-07,-0.01,1192289.83,0.0566,0.98,-0.008201767987919606
1988.SH,2019-01-08,-0.03,1165244.13,0.0553,1.02,-0.028045834765872524
1988.SH,2019-01-09,0.01,1321237.27,0.0627,1.14,0.008201767987919162
1988.SH,2019-01-10,-0.03,1170581.62,0.0555,0.99,-0.031954165234127085
1988.SH,2019-01-11,0.01,772489.02,0.0367,0.63,0.009733913530811655
1988.SH,2019-01-14,-0.03,1103685.69,0.0524,0.98,-0.031954165234127085
1988.SH,2019-01-15,0.02,982826.06,0.0466,0.89,0.019733913530811886
1988.SH,2019-01-16,0.0,866184.76,0.0411,0.81,-0.0016101121539158214
1988.SH,2019-01-17,0.01,1236762.48,0.0587,1.26,0.01153214554289228
1988.SH,2019-01-18,0.03,1687326.41,0.0801,1.7,0.030344053080211708
1988.SH,2019-01-21,0.01,1478469.41,0.0701,1.26,0.011798232012080412
1988.SH,2019-01-22,-0.01,1055966.34,0.0501,0.84,-0.007357728605449587
1988.SH,2019-01-23,0.01,678182.76,0.0322,0.54,0.010422019691234574
1988.SH,2019-01-24,0.02,986739.94,0.0468,0.8,0.01957798030876523
1988.SH,2019-01-25,0.03,1524470.63,0.0723,1.29,0.031454178931869414
1988.SH,2019-01-28,-0.01,1241048.74,0.0589,1.08,-0.007435695216473359
1988.SH,2019-01-29,0.03,1310010.95,0.0622,1.19,0.03195416523412753
1988.SH,2019-01-30,-0.01,901650.61,0.0428,0.79,-0.0097339135308121
1988.SH,2019-01-31,0.05,1641248.22,0.0779,1.38,0.05195416523412755
1988.SH,2019-02-01,0.0,1265163.36,0.06,0.96,0.0009541926296110503
1988.SH,2019-02-11,-0.01,1134437.69,0.0538,0.89,-0.006169636142768997
1988.SH,2019-02-12,0.01,1273681.46,0.0604,1.02,0.009655946919788772
1988.SH,2019-02-13,0.04,1857436.78,0.0881,1.49,0.03957798030876525
1988.SH,2019-02-14,-0.02,1223240.84,0.058,0.85,-0.017857714907707933
1988.SH,2019-02-15,-0.05,1228347.71,0.0583,0.91,-0.0476238150746382
1988.SH,2019-02-18,0.05,1537243.49,0.0729,1.14,0.046747589056050476
1988.SH,2019-02-19,-0.02,1480271.79,0.0702,1.04,-0.022110098456173954
1988.SH,2019-02-20,0.0,1013994.06,0.0481,0.69,0.003142257696808315
1988.SH,2019-02-21,-0.01,1253403.12,0.0595,0.97,-0.011532145542892724
1988.SH,2019-02-22,0.02,1441606.67,0.0684,1.11,0.01965594691978856
1988.SH,2019-02-25,0.19,4608368.63,0.2186,3.43,0.18992203338897662
1988.SH,2019-02-26,-0.04,3542218.69,0.1681,1.81,-0.03193084593308981
1988.SH,2019-02-27,0.04,3315369.62,0.1573,1.4,0.053179170336632886
1988.SH,2019-02-28,-0.04,1823785.53,0.0865,0.64,-0.041688078764939185
1988.SH,2019-03-01,0.06,2158458.72,0.1024,0.73,0.0616880787649392
1988.SH,2019-03-04,0.02,3865454.88,0.1834,1.25,0.019000027395483787
1988.SH,2019-03-05,-0.02,2257337.6,0.1071,0.77,-0.014715457210899618
1988.SH,2019-03-06,0.03,2194504.31,0.1041,0.82,0.030844039382469823
1988.SH,2019-03-07,-0.04,2513716.17,0.1193,1.02,-0.04049998630225815
1988.SH,2019-03-08,-0.14,3026372.64,0.1436,1.16,-0.13907799400650722
1988.SH,2019-03-11,0.04,1981058.36,0.094,0.71,0.03211896579125462
1988.SH,2019-03-12,0.04,2473382.81,0.1174,1.03,0.03065119352059842
1988.SH,2019-03-13,-0.03,1591609.39,0.0755,0.65,-0.025559496593369424
1988.SH,2019-03-14,-0.01,1289655.89,0.0612,0.56,-0.007967868154849178
1988.SH,2019-03-15,0.0,1518034.77,0.072,0.73,-0.0026422713945501997
1988.SH,2019-03-18,0.05,2130221.25,0.1011,1.2,0.049233927228553576
1988.SH,2019-03-19,-0.03,1601599.3,0.076,0.89,-0.028279734598942508
1988.SH,2019-03-20,-0.02,1648941.57,0.0782,1.01,-0.017201795383403162
1988.SH,2019-03-21,0.0,1713723.57,0.0813,1.05,-0.002986324474761659
1988.SH,2019-03-22,0.01,1419561.23,0.0674,0.82,0.008467854457107293
1988.SH,2019-03-25,-0.07,1880806.78,0.0892,1.1,-0.06965594691978838
1988.SH,2019-03-26,-0.01,1250035.07,0.0593,0.76,-0.011642298790033756
1988.SH,2019-03-27,0.01,1058660.45,0.0502,0.67,0.0042934375196646
1988.SH,2019-03-28,-0.02,1087031.18,0.0516,0.74,-0.020422019691234805
1988.SH,2019-03-29,0.06,1791174.95,0.085,1.34,0.06007796661102338
1988.SH,2019-04-01,0.06,2582306.72,0.1225,1.83,0.060532172938376316
1988.SH,2019-04-02,0.0,1891844.88,0.0898,1.22,0.006660755109946237
1988.SH,2019-04-03,0.01,1603882.63,0.0761,0.95,0.014596436628677267
1988.SH,2019-04-04,0.05,2279007.78,0.1081,1.27,0.050344053080211726
1988.SH,2019-04-08,0.01,2570907.96,0.122,1.27,0.01248633817250333
1988.SH,2019-04-09,-0.03,1441181.01,0.0684,0.66,-0.02582558306255711
1988.SH,2019-04-10,-0.01,1537021.32,0.0729,0.79,-0.010266086469188362
1988.SH,2019-04-11,0.0,1674000.36,0.0794,0.89,-0.0026422713945501997
1988.SH,2019-04-12,0.01,1204182.18,0.0571,0.63,0.009233927228553984
1988.SH,2019-04-15,0.02,2521874.09,0.1197,1.5,0.020344053080211477
1988.SH,2019-04-16,0.11,4150152.77,0.1969,2.48,0.11145417893186904
1988.SH,2019-04-17,0.03,2658861.53,0.1262,1.2,0.035316729425218796
1988.SH,2019-04-18,-0.03,1321604.15,0.0627,0.54,-0.020541040273457156
1988.SH,2019-04-19,0.03,1403952.22,0.0666,0.59,0.03126605907370461
1988.SH,2019-04-22,-0.1,1960127.26,0.093,0.81,-0.10126605907370445
1988.SH,2019-04-23,0.02,1795671.75,0.0852,0.78,0.018857687512224164
1988.SH,2019-04-24,-0.04,1584829.61,0.0752,0.87,-0.046972621554039584
1988.SH,2019-04-25,-0.02,1802659.99,0.0855,1.12,-0.019844066777953362
1988.SH,2019-04-26,-0.03,1881078.19,0.0892,1.1,-0.033752397246208155
1988.SH,2019-04-29,0.03,1303281.41,0.0618,0.72,0.027435695216473377
1988.SH,2019-04-30,0.0,1202558.37,0.0571,0.72,-0.001266059073704362
1988.SH,2019-05-06,-0.11,2794927.83,0.1326,1.8,-0.10770178168566158
1988.SH,2019-05-07,0.0,1601775.14,0.076,0.89,-0.0037845838823260536
1988.SH,2019-05-08,-0.06,1406953.78,0.0668,0.8,-0.06842680048590832
1988.SH,2019-05-09,-0.03,1313930.19,0.0623,0.79,-0.032064318481269005
1988.SH,2019-05-10,0.06,1338765.63,0.0635,0.8,0.054371404130688195
1988.SH,2019-05-13,-0.04,2991160.1,0.1419,1.77,-0.04023389983307002
1988.SH,2019-05-14,-0.03,1242213.43,0.0589,0.72,-0.026779775692168162
1988.SH,2019-05-15,0.07,2382684.85,0.113,1.44,0.06590354967358047
1988.SH,2019-05-16,0.03,2704991.85,0.1283,1.46,0.03011015324714128
1988.SH,2019-05-17,-0.05,1300947.99,0.0617,0.61,-0.04360533135924172
1988.SH,2019-05-20,0.09,4412539.11,0.2094,2.08,0.0905779529132813
1988.SH,2019-05-21,-0.02,1390619.49,0.066,0.58,-0.020733886135328117
1988.SH,2019-05-22,0.01,1053886.37,0.05,0.43,0.016206548782593533
1988.SH,2019-05-23,-0.02,3281540.95,0.1557,1.51,-0.021188092462681052
1988.SH,2019-05-24,0.0,1776987.71,0.0843,0.78,0.00007796661102332791
1988.SH,2019-05-27,0.02,1330060.18,0.0631,0.56,0.018467854457107524
1988.SH,2019-05-28,0.03,1455161.06,0.069,0.82,0.030688106160422723
1988.SH,2019-05-29,0.0,1393843.88,0.0661,0.78,0.0025643047835268717
1988.SH,2019-05-30,0.05,1701937.8,0.0808,0.92,0.05229821831433901
1988.SH,2019-05-31,-0.01,1738628.12,0.0825,1.14,-0.008279734598942934
1988.SH,2019-06-03,0.0,1463386.0,0.0694,0.96,-0.17651368922297994
1988.SH,2019-06-04,0.0,743965.06,0.0353,0.48,-0.006959028215252516
1988.SH,2019-06-05,0.02,929622.32,0.0441,0.66,0.006210690113967576
1988.SH,2019-06-06,0.0,816815.95,0.0388,0.62,0.0006881061604229188
1988.SH,2019-06-10,0.02,961242.88,0.0456,0.84,0.02153214554289251
1988.SH,2019-06-11,0.02,1202787.28,0.0571,1.22,0.020688106160422493
1988.SH,2019-06-12,-0.03,869146.5,0.0412,0.93,-0.027779748296684392
1988.SH,2019-06-13,0.0,779231.54,0.037,0.82,0.0004999863022581152
1988.SH,2019-06-14,0.0,672997.89,0.0319,0.73,-0.0022982183143387402
1988.SH,2019-06-17,0.01,593174.41,0.0281,0.66,0.010000000000000231
1988.SH,2019-06-18,0.02,662740.63,0.0314,0.8,0.020344053080211033
1988.SH,2019-06-19,0.02,1364942.25,0.0648,1.91,0.021454178931869183
1988.SH,2019-06-20,0.03,1628549.55,0.0773,2.0,0.03222025170331566
1988.SH,2019-06-21,-0.04,1705513.38,0.0809,1.73,-0.037435695216473164
1988.SH,2019-06-24,0.01,800720.15,0.038,0.67,0.01092200599349269
1988.SH,2019-06-25,-0.03,1120232.53,0.0532,0.91,-0.03272023800557333
1988.SH,2019-06-26,-0.01,787183.33,0.0373,0.59,-0.010266086469187918
1988.SH,2019-06-27,0.01,1010140.91,0.0479,0.84,0.007357728605449587
1988.SH,2019-06-28,-0.01,748333.18,0.0355,0.69,-0.010422019691234574
1988.SH,2019-07-01,0.02,1209103.17,0.0574,1.35,0.02042201969123436
1988.SH,2019-07-02,0.01,961595.65,0.0456,0.99,0.009922033388976903
1988.SH,2019-07-03,0.0,1077087.84,0.0511,1.14,0.001876198623103953
1988.SH,2019-07-04,0.0,867535.02,0.0412,0.87,0.0007660727714462467
1988.SH,2019-07-05,-0.02,1306967.74,0.062,1.34,-0.020000000000000018
1988.SH,2019-07-08,-0.04,1457831.99,0.0692,1.34,-0.040688106160422954
1988.SH,2019-07-09,0.0,704486.39,0.0334,0.62,-0.002908357863738331
1988.SH,2019-07-10,-0.01,593449.76,0.0282,0.55,-0.013064291085784774
1988.SH,2019-07-11,0.01,534319.74,0.0254,0.54,0.009655946919788327
1988.SH,2019-07-12,0.01,876352.09,0.0416,0.95,0.009577980308765444
1988.SH,2019-07-15,-0.02,1023496.61,0.0486,1.23,-0.01888987414834231
1988.SH,2019-07-16,-0.01,627449.74,0.0298,0.84,-0.009922033388976903
1988.SH,2019-07-17,-0.02,604066.41,0.0287,0.83,-0.02187619862310397
1988.SH,2019-07-18,-0.02,642862.42,0.0305,0.88,-0.021454178931869183
1988.SH,2019-07-19,0.02,862782.89,0.0409,1.14,0.017779748296684605
1988.SH,2019-07-22,0.0,881485.97,0.0418,1.17,-0.0008440393824695747
1988.SH,2019-07-23,0.02,818694.2,0.0388,1.13,0.02153214554289251
1988.SH,2019-07-24,0.0,718845.41,0.0341,0.94,0.0006881061604229188
1988.SH,2019-07-25,0.01,823250.55,0.0391,1.05,0.011532145542892724
1988.SH,2019-07-26,0.0,585452.25,0.0278,0.71,0.0003440530802114594
1988.SH,2019-07-29,0.0,603863.08,0.0287,0.79,0.0007660727714462467
1988.SH,2019-07-30,0.02,834793.5,0.0396,1.18,0.020000000000000018
1988.SH,2019-07-31,-0.01,570456.71,0.0271,0.8,-0.009311893839577312
1988.SH,2019-08-01,-0.03,991038.31,0.047,1.45,-0.02881190753731877
1988.SH,2019-08-02,-0.04,1012163.89,0.048,1.41,-0.04179823201208066
1988.SH,2019-08-05,-0.06,1180937.92,0.056,1.47,-0.06367443063518463
1988.SH,2019-08-06,-0.05,1348822.01,0.064,1.47,-0.05512860956705401
1988.SH,2019-08-07,-0.01,797948.15,0.0379,0.78,-0.016316702029734564
1988.SH,2019-08-08,0.02,951535.69,0.0451,0.89,0.015825583062557325
1988.SH,2019-08-09,0.02,801758.99,0.038,0.76,0.01992203338897669
1988.SH,2019-08-12,0.02,584973.19,0.0278,0.58,0.02222025170331543
1988.SH,2019-08-13,0.0,523089.71,0.0248,0.58,0.0022202517033154123
1988.SH,2019-08-14,-0.01,493954.14,0.0234,0.67,-0.008467854457107737
1988.SH,2019-08-15,0.01,614620.98,0.0292,0.92,0.009655946919788772
1988.SH,2019-08-16,-0.01,527670.73,0.025,0.87,-0.010422019691235018
1988.SH,2019-08-19,0.01,1231363.96,0.0584,2.24,0.010422019691235018
1988.SH,2019-08-20,-0.02,752119.57,0.0357,1.11,-0.020422019691234805
1988.SH,2019-08-21,-0.01,350479.92,0.0166,0.48,-0.009922033388976903
1988.SH,2019-08-22,-0.01,377050.6,0.0179,0.54,-0.01187619862310374
1988.SH,2019-08-23,0.0,568022.81,0.027,0.88,-0.0011101258516577062
1988.SH,2019-08-26,-0.02,1006934.44,0.0478,1.54,-0.020766072771446265
1988.SH,2019-08-27,0.05,1074356.95,0.051,1.76,0.049311893839576904
1988.SH,2019-08-28,-0.03,577894.35,0.0274,0.86,-0.029811880141835
1988.SH,2019-08-29,-0.01,577651.11,0.0274,0.8,-0.0072017953834033754
1988.SH,2019-08-30,0.0,718078.55,0.0341,0.94,-0.0026422713945501997
1988.SH,2019-09-02,0.01,816756.6,0.0388,1.03,0.009233927228553984
1988.SH,2019-09-03,0.01,816686.23,0.0387,1.08,0.010344053080211246
1988.SH,2019-09-04,0.05,1344341.42,0.0638,1.92,0.05111012585165797
1988.SH,2019-09-05,0.02,1315236.88,0.0624,1.54,0.02248633817250356
1988.SH,2019-09-06,0.01,676896.81,0.0321,0.68,0.01451847001765394
1988.SH,2019-09-09,0.0,874353.28,0.0415,0.88,0.001876198623103953
1988.SH,2019-09-10,-0.01,695034.26,0.033,0.69,-0.00923392722855354
1988.SH,2019-09-11,0.04,1014533.82,0.0481,1.03,0.039655946919788576
1988.SH,2019-09-12,0.0,684945.13,0.0325,0.75,0.0006101395493995909
1988.SH,2019-09-16,0.0,659080.33,0.0313,0.84,0.003064291085784987
1988.SH,2019-09-17,-0.04,743919.25,0.0353,0.95,-0.040000000000000036
1988.SH,2019-09-18,-0.02,662587.57,0.0314,0.87,-0.021376212320845855
1988.SH,2019-09-19,0.01,655297.53,0.0311,0.87,0.006247602753791881
1988.SH,2019-09-20,0.0,1108780.48,0.0526,1.63,-0.001188092462681034
1988.SH,2019-09-23,-0.01,597553.86,0.0284,0.78,-0.00923392722855354
1988.SH,2019-09-24,0.0,458020.34,0.0217,0.61,-0.0003440530802114594
1988.SH,2019-09-25,-0.01,576366.91,0.0273,0.83,-0.010766072771446478
1988.SH,2019-09-26,0.02,1055349.69,0.0501,1.55,0.01965594691978856
1988.SH,2019-09-27,-0.01,963758.88,0.0457,1.27,-0.010077966611023115
1988.SH,2019-09-30,-0.02,758779.57,0.036,1.04,-0.018811907537318984
1988.SH,2019-10-08,0.02,800467.4,0.038,1.05,0.018545821068130852
1988.SH,2019-10-09,0.02,801752.91,0.038,0.96,0.019155960617530443
1988.SH,2019-10-10,-0.02,774033.61,0.0367,0.88,-0.017779748296684605
1988.SH,2019-10-11,0.04,943238.06,0.0448,1.15,0.04084403938246961
1988.SH,2019-10-14,0.03,2301238.03,0.1092,2.82,0.02984406677795315
1988.SH,2019-10-15,0.01,1473141.61,0.0699,1.31,0.014096450326419596
1988.SH,2019-10-16,0.01,1291627.95,0.0613,1.03,0.012642271394549986
1988.SH,2019-10-17,-0.01,606141.55,0.0288,0.45,-0.00888987414834208
1988.SH,2019-10-18,-0.02,853529.27,0.0405,0.65,-0.01957798030876523
1988.SH,2019-10-21,0.03,727080.59,0.0345,0.56,0.02854582106813064
1988.SH,2019-10-22,0.0,606629.89,0.0288,0.61,-0.0004999863022581152
1988.SH,2019-10-23,0.02,1088466.33,0.0516,1.33,0.022298218314338758
1988.SH,2019-10-24,0.04,1603785.62,0.0761,2.07,0.040688106160422954
1988.SH,2019-10-25,-0.02,995772.23,0.0472,1.02,-0.017091642136261687
1988.SH,2019-10-28,-0.02,870773.79,0.0413,0.87,-0.01762381507463795
1988.SH,2019-10-29,-0.02,816341.77,0.0387,0.79,-0.02222025170331543
1988.SH,2019-10-30,0.0,610384.1,0.029,0.57,-0.0022202517033154123
1988.SH,2019-10-31,0.01,950240.15,0.0451,0.97,0.008467854457107737
1988.SH,2019-11-01,0.0,946797.45,0.0449,1.12,0.0003440530802114594
1988.SH,2019-11-04,0.0,1179743.02,0.056,1.41,0.0007660727714462467
1988.SH,2019-11-05,0.02,1655598.07,0.0786,1.84,0.020000000000000018
1988.SH,2019-11-06,0.02,1289846.28,0.0612,1.21,0.020688106160422937
1988.SH,2019-11-07,-0.01,863782.35,0.041,0.72,-0.007779748296684819
1988.SH,2019-11-08,-0.05,1333101.11,0.0633,1.12,-0.04881190753731879
1988.SH,2019-11-11,-0.04,1017678.99,0.0483,0.8,-0.04248633817250358
1988.SH,2019-11-12,0.02,657330.57,0.0312,0.53,0.014793423821922946
1988.SH,2019-11-13,-0.01,772633.5,0.0367,0.75,-0.012376184925362299
1988.SH,2019-11-14,-0.03,779964.63,0.037,0.84,-0.02881190753731877
1988.SH,2019-11-15,-0.01,895140.14,0.0425,0.98,-0.011798232012080856
1988.SH,2019-11-18,0.01,775638.49,0.0368,0.94,0.007357728605450031
1988.SH,2019-11-19,0.01,808677.14,0.0384,1.04,0.009577980308765
1988.SH,2019-11-20,-0.01,587365.59,0.0279,0.73,-0.00888987414834208
1988.SH,2019-11-21,0.01,721672.34,0.0342,0.94,0.010422019691234574
1988.SH,2019-11-22,-0.02,901479.5,0.0428,1.19,-0.020422019691234805
1988.SH,2019-11-25,0.04,851332.02,0.0404,1.12,0.04007796661102336
1988.SH,2019-11-26,0.02,1499970.57,0.0712,1.94,0.019844066777953362
1988.SH,2019-11-27,-0.01,476062.0,0.0226,0.52,-0.006247602753791881
1988.SH,2019-11-28,-0.01,527415.32,0.025,0.59,-0.008811907537319197
1988.SH,2019-11-29,-0.02,801898.16,0.038,0.94,-0.021110125851657724
1988.SH,2019-12-02,-0.01,615655.45,0.0292,0.74,-0.011454178931868952
1988.SH,2019-12-03,-0.01,801112.13,0.038,1.02,-0.011876198623104184
1988.SH,2019-12-04,-0.01,613169.4,0.0291,0.95,-0.011110125851657493
1988.SH,2019-12-05,0.02,390014.53,0.0185,0.58,0.01888987414834231
1988.SH,2019-12-06,0.0,481996.79,0.0229,0.75,-0.00007796661102332791
1988.SH,2019-12-09,0.0,651003.23,0.0309,1.12,0.0015321455428924935
1988.SH,2019-12-10,-0.01,625718.33,0.0297,1.07,-0.010000000000000231
1988.SH,2019-12-11,0.0,435957.74,0.0207,0.79,-0.0003440530802114594
1988.SH,2019-12-12,0.0,597419.58,0.0283,1.16,-0.0007660727714462467
1988.SH,2019-12-13,0.04,1325996.89,0.0629,2.37,0.040000000000000036
1988.SH,2019-12-16,0.0,928639.47,0.0441,1.28,0.0013762123208458377
1988.SH,2019-12-17,0.03,1789517.1,0.0849,2.29,0.033064291085785236
1988.SH,2019-12-18,-0.01,852974.52,0.0405,0.84,-0.008967840759365853
1988.SH,2019-12-19,0.02,796903.8,0.0378,0.73,0.0219541652341273
1988.SH,2019-12-20,0.01,679264.05,0.0322,0.6,0.009922033388976903
1988.SH,2019-12-23,-0.03,841476.46,0.0399,0.83,-0.028123801376896296
1988.SH,2019-12-24,0.0,341212.62,0.0162,0.34,-0.0002660864691881315
1988.SH,2019-12-25,-0.01,597043.46,0.0283,0.85,-0.012298218314338527
1988.SH,2019-12-26,0.02,603516.24,0.0286,0.93,0.01965594691978856
